chrom	start	end	value
chr2	155200000	156199999	0.787463
chr2	155400000	156399999	0.808162
chr2	155600000	156599999	0.807759
chr2	155800000	156799999	0.870755
chr2	156000000	156999999	0.817002
chr2	156200000	157199999	0.781395
chr2	156400000	157399999	0.80683
chr2	156600000	157599999	0.848379
chr2	156800000	157799999	0.815967
chr2	157000000	157999999	0.828412
chr2	157200000	158199999	0.875489
chr2	157400000	158399999	0.849773
chr2	157600000	158599999	0.807548
chr2	157800000	158799999	0.779428
chr2	158000000	158999999	0.814669
chr2	158200000	159199999	0.797367
chr2	158400000	159399999	0.790512
chr2	158600000	159599999	0.835129
chr2	158800000	159799999	0.846165
chr2	159000000	159999999	0.866253
chr2	159200000	160199999	0.836525
chr2	159400000	160399999	0.879434
chr2	159600000	160599999	0.841245
chr2	159800000	160799999	0.864677
chr2	160000000	160999999	0.78506
chr2	160200000	161199999	0.821514
chr2	160400000	161399999	0.776536
chr2	160600000	161599999	0.788842
chr2	160800000	161799999	0.779019
chr2	161000000	161999999	0.836837
chr2	161200000	162199999	0.795835
chr2	161400000	162399999	0.812424
chr2	161600000	162599999	0.790042
chr2	161800000	162799999	0.803704
chr2	162000000	162999999	0.804902
chr2	162200000	163199999	0.856362
chr2	162400000	163399999	0.813454
chr2	162600000	163599999	0.808851
chr2	162800000	163799999	0.74188
chr2	163000000	163999999	0.752245
chr2	163200000	164199999	0.75494
chr2	163400000	164399999	0.78326
chr2	163600000	164599999	0.812812
chr2	163800000	164799999	0.881859
chr2	164000000	164999999	0.840684
chr2	164200000	165199999	0.823374
chr2	164400000	165399999	0.829325
chr2	164600000	165599999	0.785264
chr2	164800000	165799999	0.786815
chr2	165000000	165999999	0.808734
chr2	165200000	166199999	0.780212
chr2	165400000	166399999	0.793794
chr2	165600000	166599999	0.849092
chr2	165800000	166799999	0.822537
chr2	166000000	166999999	0.784978
chr2	166200000	167199999	0.81741
chr2	166400000	167399999	0.799053
chr2	166600000	167599999	0.788354
chr2	166800000	167799999	0.771667
chr2	167000000	167999999	0.792605
chr2	167200000	168199999	0.794295
chr2	167400000	168399999	0.783676
chr2	167600000	168599999	0.822508
chr2	167800000	168799999	0.843847
chr2	168000000	168999999	0.850926
chr2	168200000	169199999	0.86562
chr2	168400000	169399999	0.81221
chr2	168600000	169599999	0.766051
chr2	168800000	169799999	0.754913
chr2	169000000	169999999	0.765543
chr2	169200000	170199999	0.767987
chr2	169400000	170399999	0.825767
chr2	169600000	170599999	0.791412
chr2	169800000	170799999	0.786543
chr2	170000000	170999999	0.787194
chr2	170200000	171199999	0.77943
chr2	170400000	171399999	0.785029
chr2	170600000	171599999	0.801598
chr2	170800000	171799999	0.767346
chr2	171000000	171999999	0.785854
chr2	171200000	172199999	0.788715
chr2	171400000	172399999	0.77901
chr2	171600000	172599999	0.801358
chr2	171800000	172799999	0.812801
chr2	172000000	172999999	0.806978
chr2	172200000	173199999	0.789883
chr2	172400000	173399999	0.794761
chr2	172600000	173599999	0.790036
chr2	172800000	173799999	0.809796
chr2	173000000	173999999	0.804559
chr2	173200000	174199999	0.817725
chr2	173400000	174399999	0.804214
chr2	173600000	174599999	0.792333
chr2	173800000	174799999	0.835639
chr2	174000000	174999999	0.792994
chr2	174200000	175199999	0.772296
chr2	174400000	175399999	0.771674
chr2	174600000	175599999	0.78853
chr2	174800000	175799999	0.746579
chr2	175000000	175999999	0.763283
chr2	175200000	176199999	0.727501
chr2	175400000	176399999	0.75875
chr2	175600000	176599999	0.741439
chr2	175800000	176799999	0.757726
chr2	176000000	176999999	0.786005
chr2	176200000	177199999	0.813633
chr2	176400000	177399999	0.780974
chr2	176600000	177599999	0.789591
chr2	176800000	177799999	0.772144
chr2	177000000	177999999	0.758601
chr2	177200000	178199999	0.810369
chr2	177400000	178399999	0.808078
chr2	177600000	178599999	0.810511
chr2	177800000	178799999	0.820902
chr2	178000000	178999999	0.828275
chr2	178200000	179199999	0.791828
chr2	178400000	179399999	0.815321
chr2	178600000	179599999	0.798573
chr2	178800000	179799999	0.780156
chr2	179000000	179999999	0.77474
chr2	179200000	180199999	0.786178
chr2	179400000	180399999	0.781779
chr2	179600000	180599999	0.794145
chr2	179800000	180799999	0.798959
chr2	180000000	180999999	0.810848
chr2	180200000	181199999	0.774266
chr2	180400000	181399999	0.754044
chr2	180600000	181599999	0.770765
chr2	180800000	181799999	0.78781
chr2	181000000	181999999	0.774873
chr2	181200000	182199999	0.778395
chr2	181400000	182399999	0.780678
chr2	181600000	182599999	0.712435
chr2	181800000	182799999	0.717057
chr2	182000000	182999999	0.672899
chr2	182200000	183199999	0.736012
chr2	182400000	183399999	0.718012
chr2	182600000	183599999	0.777198
chr2	182800000	183799999	0.753618
chr2	183000000	183999999	0.778686
chr2	183200000	184199999	0.734301
chr2	183400000	184399999	0.780381
chr2	183600000	184599999	0.769116
chr2	183800000	184799999	0.78467
chr2	184000000	184999999	0.769687
chr2	184200000	185199999	0.771887
chr2	184400000	185399999	0.769577
chr2	184600000	185599999	0.768575
chr2	184800000	185799999	0.791189
chr2	185000000	185999999	0.793057
chr2	185200000	186199999	0.812399
chr2	185400000	186399999	0.760792
chr2	185600000	186599999	0.752691
chr2	185800000	186799999	0.687957
chr2	186000000	186999999	0.702654
chr2	186200000	187199999	0.67867
chr2	186400000	187399999	0.729462
chr2	186600000	187599999	0.735298
chr2	186800000	187799999	0.810985
chr2	187000000	187999999	0.819915
chr2	187200000	188199999	0.81813
chr2	187400000	188399999	0.817985
chr2	187600000	188599999	0.829459
chr2	187800000	188799999	0.808917
chr2	188000000	188999999	0.789483
chr2	188200000	189199999	0.809456
chr2	188400000	189399999	0.804148
chr2	188600000	189599999	0.7597
chr2	188800000	189799999	0.768148
chr2	189000000	189999999	0.781289
chr2	189200000	190199999	0.781808
chr2	189400000	190399999	0.782866
chr2	189600000	190599999	0.796106
chr2	189800000	190799999	0.762804
chr2	190000000	190999999	0.758388
chr2	190200000	191199999	0.747855
chr2	190400000	191399999	0.743828
chr2	190600000	191599999	0.755734
chr2	190800000	191799999	0.774575
chr2	191000000	191999999	0.786335
chr2	191200000	192199999	0.782915
chr2	191400000	192399999	0.76954
chr2	191600000	192599999	0.824709
chr2	191800000	192799999	0.785321
chr2	192000000	192999999	0.763557
chr2	192200000	193199999	0.74859
chr2	192400000	193399999	0.749125
chr2	192600000	193599999	0.695057
chr2	192800000	193799999	0.690516
chr2	193000000	193999999	0.693325
chr2	193200000	194199999	0.708012
chr2	193400000	194399999	0.708265
chr2	193600000	194599999	0.753355
chr2	193800000	194799999	0.764132
chr2	194000000	194999999	0.75873
chr2	194200000	195199999	0.75163
chr2	194400000	195399999	0.77344
chr2	194600000	195599999	0.718203
chr2	194800000	195799999	0.738244
chr2	195000000	195999999	0.738464
chr2	195200000	196199999	0.755214
chr2	195400000	196399999	0.719261
chr2	195600000	196599999	0.744237
chr2	195800000	196799999	0.728685
chr2	196000000	196999999	0.757338
chr2	196200000	197199999	0.736149
chr2	196400000	197399999	0.769782
chr2	196600000	197599999	0.771297
chr2	196800000	197799999	0.831478
chr2	197000000	197999999	0.802026
chr2	197200000	198199999	0.829063
chr2	197400000	198399999	0.814738
chr2	197600000	198599999	0.83584
chr2	197800000	198799999	0.782482
chr2	198000000	198999999	0.818634
chr2	198200000	199199999	0.803334
chr2	198400000	199399999	0.784941
chr2	198600000	199599999	0.738534
chr2	198800000	199799999	0.779448
chr2	199000000	199999999	0.793275
chr2	199200000	200199999	0.778704
chr2	199400000	200399999	0.784173
chr2	199600000	200599999	0.82876
chr2	199800000	200799999	0.758395
chr2	200000000	200999999	0.716109
chr2	200200000	201199999	0.694384
chr2	200400000	201399999	0.668395
chr2	200600000	201599999	0.607728
chr2	200800000	201799999	0.6693
chr2	201000000	201999999	0.672991
chr2	201200000	202199999	0.707799
chr2	201400000	202399999	0.799757
chr2	201600000	202599999	0.855163
chr2	201800000	202799999	0.832244
chr2	202000000	202999999	0.817226
chr2	202200000	203199999	0.802258
chr2	202400000	203399999	0.738373
chr2	202600000	203599999	0.697408
chr2	202800000	203799999	0.705111
chr2	203000000	203999999	0.741901
chr2	203200000	204199999	0.742654
chr2	203400000	204399999	0.711992
chr2	203600000	204599999	0.738923
chr2	203800000	204799999	0.716602
chr2	204000000	204999999	0.700551
chr2	204200000	205199999	0.685348
chr2	204400000	205399999	0.720906
chr2	204600000	205599999	0.72578
chr2	204800000	205799999	0.696825
chr2	205000000	205999999	0.668808
chr2	205200000	206199999	0.691997
chr2	205400000	206399999	0.669232
chr2	205600000	206599999	0.627269
chr2	205800000	206799999	0.67845
chr2	206000000	206999999	0.716356
chr2	206200000	207199999	0.694591
chr2	206400000	207399999	0.687309
chr2	206600000	207599999	0.725904
chr2	206800000	207799999	0.689453
chr2	207000000	207999999	0.647409
chr2	207200000	208199999	0.661513
chr2	207400000	208399999	0.664138
chr2	207600000	208599999	0.636756
chr2	207800000	208799999	0.633309
chr2	208000000	208999999	0.685234
chr2	208200000	209199999	0.708133
chr2	208400000	209399999	0.721222
chr2	208600000	209599999	0.74031
chr2	208800000	209799999	0.747617
chr2	209000000	209999999	0.753125
chr2	209200000	210199999	0.702491
chr2	209400000	210399999	0.707391
chr2	209600000	210599999	0.692073
chr2	209800000	210799999	0.733603
chr2	210000000	210999999	0.68787
chr2	210200000	211199999	0.699421
chr2	210400000	211399999	0.727237
chr2	210600000	211599999	0.754379
chr2	210800000	211799999	0.747033
chr2	211000000	211999999	0.772222
chr2	211200000	212199999	0.773544
chr2	211400000	212399999	0.771355
chr2	211600000	212599999	0.757186
chr2	211800000	212799999	0.723073
chr2	212000000	212999999	0.727259
chr2	212200000	213199999	0.760125
chr2	212400000	213399999	0.736855
chr2	212600000	213599999	0.732765
chr2	212800000	213799999	0.722267
chr2	213000000	213999999	0.721889
chr2	213200000	214199999	0.733357
chr2	213400000	214399999	0.731491
chr2	213600000	214599999	0.780595
chr2	213800000	214799999	0.795214
chr2	214000000	214999999	0.766429
chr2	214200000	215199999	0.7658
chr2	214400000	215399999	0.765883
chr2	214600000	215599999	0.739768
chr2	214800000	215799999	0.716653
chr2	215000000	215999999	0.701108
chr2	215200000	216199999	0.694906
chr2	215400000	216399999	0.695722
chr2	215600000	216599999	0.698859
chr2	215800000	216799999	0.753568
chr2	216000000	216999999	0.788982
chr2	216200000	217199999	0.734923
chr2	216400000	217399999	0.763753
chr2	216600000	217599999	0.717541
chr2	216800000	217799999	0.698941
chr2	217000000	217999999	0.710537
chr2	217200000	218199999	0.74325
chr2	217400000	218399999	0.722167
chr2	217600000	218599999	0.781852
chr2	217800000	218799999	0.77083
chr2	218000000	218999999	0.771214
chr2	218200000	219199999	0.778405
chr2	218400000	219399999	0.750391
chr2	218600000	219599999	0.753472
chr2	218800000	219799999	0.736546
chr2	219000000	219999999	0.732805
chr2	219200000	220199999	0.737875
chr2	219400000	220399999	0.746342
chr2	219600000	220599999	0.719504
chr2	219800000	220799999	0.726824
chr2	220000000	220999999	0.719696
chr2	220200000	221199999	0.682765
chr2	220400000	221399999	0.689772
chr2	220600000	221599999	0.654873
chr2	220800000	221799999	0.7105
chr2	221000000	221999999	0.671519
chr2	221200000	222199999	0.719157
chr2	221400000	222399999	0.712924
chr2	221600000	222599999	0.728027
chr2	221800000	222799999	0.70042
chr2	222000000	222999999	0.758238
chr2	222200000	223199999	0.73049
chr2	222400000	223399999	0.736555
chr2	222600000	223599999	0.756321
chr2	222800000	223799999	0.749625
chr2	223000000	223999999	0.736454
chr2	223200000	224199999	0.762186
chr2	223400000	224399999	0.760048
chr2	223600000	224599999	0.733971
chr2	223800000	224799999	0.74719
chr2	224000000	224999999	0.709114
chr2	224200000	225199999	0.660099
chr2	224400000	225399999	0.675391
chr2	224600000	225599999	0.686161
chr2	224800000	225799999	0.658501
chr2	225000000	225999999	0.663737
chr2	225200000	226199999	0.659822
chr2	225400000	226399999	0.61828
chr2	225600000	226599999	0.630264
chr2	225800000	226799999	0.631291
chr2	226000000	226999999	0.607302
chr2	226200000	227199999	0.604789
chr2	226400000	227399999	0.633402
chr2	226600000	227599999	0.598787
chr2	226800000	227799999	0.62748
chr2	227000000	227999999	0.663004
chr2	227200000	228199999	0.707377
chr2	227400000	228399999	0.700602
chr2	227600000	228599999	0.659563
chr2	227800000	228799999	0.698988
chr2	228000000	228999999	0.707955
chr2	228200000	229199999	0.730535
chr2	228400000	229399999	0.719391
chr2	228600000	229599999	0.761886
chr2	228800000	229799999	0.720591
chr2	229000000	229999999	0.691928
chr2	229200000	230199999	0.679069
chr2	229400000	230399999	0.711342
chr2	229600000	230599999	0.736355
chr2	229800000	230799999	0.688097
chr2	230000000	230999999	0.722143
chr2	230200000	231199999	0.705706
chr2	230400000	231399999	0.710558
chr2	230600000	231599999	0.722649
chr2	230800000	231799999	0.75721
chr2	231000000	231999999	0.765391
chr2	231200000	232199999	0.790347
chr2	231400000	232399999	0.811467
chr2	231600000	232599999	0.762969
chr2	231800000	232799999	0.777482
chr2	232000000	232999999	0.78905
chr2	232200000	233199999	0.754518
chr2	232400000	233399999	0.72499
chr2	232600000	233599999	0.766287
chr2	232800000	233799999	0.698106
chr2	233000000	233999999	0.655339
chr2	233200000	234199999	0.678845
chr2	233400000	234399999	0.659598
chr2	233600000	234599999	0.639151
chr2	233752839	234752838	0.680603
chr3	0	999999	0.860564
chr3	200000	1199999	0.798442
chr3	400000	1399999	0.774574
chr3	600000	1599999	0.762375
chr3	800000	1799999	0.706918
chr3	1000000	1999999	0.680904
chr3	1200000	2199999	0.65703
chr3	1400000	2399999	0.661638
chr3	1600000	2599999	0.651694
chr3	1800000	2799999	0.654062
chr3	2000000	2999999	0.652826
chr3	2200000	3199999	0.641248
chr3	2400000	3399999	0.630449
chr3	2600000	3599999	0.628957
chr3	2800000	3799999	0.654016
chr3	3000000	3999999	0.687202
chr3	3200000	4199999	0.707611
chr3	3400000	4399999	0.73229
chr3	3600000	4599999	0.734541
chr3	3800000	4799999	0.698039
chr3	4000000	4999999	0.65194
chr3	4200000	5199999	0.66524
chr3	4400000	5399999	0.62074
chr3	4600000	5599999	0.624088
chr3	4800000	5799999	0.659536
chr3	5000000	5999999	0.680497
chr3	5200000	6199999	0.6998
chr3	5400000	6399999	0.720385
chr3	5600000	6599999	0.728625
chr3	5800000	6799999	0.711339
chr3	6000000	6999999	0.728273
chr3	6200000	7199999	0.720835
chr3	6400000	7399999	0.751226
chr3	6600000	7599999	0.769439
chr3	6800000	7799999	0.800148
chr3	7000000	7999999	0.795573
chr3	7200000	8199999	0.743215
chr3	7400000	8399999	0.742277
chr3	7600000	8599999	0.724309
chr3	7800000	8799999	0.702318
chr3	8000000	8999999	0.691928
chr3	8200000	9199999	0.6961
chr3	8400000	9399999	0.669429
chr3	8600000	9599999	0.661273
chr3	8800000	9799999	0.715632
chr3	9000000	9999999	0.709754
chr3	9200000	10199999	0.739146
chr3	9400000	10399999	0.745006
chr3	9600000	10599999	0.767747
chr3	9800000	10799999	0.760725
chr3	10000000	10999999	0.785831
chr3	10200000	11199999	0.804887
chr3	10400000	11399999	0.828708
chr3	10600000	11599999	0.843783
chr3	10800000	11799999	0.81957
chr3	11000000	11999999	0.809804
chr3	11200000	12199999	0.792964
chr3	11400000	12399999	0.703748
chr3	11600000	12599999	0.702415
chr3	11800000	12799999	0.724732
chr3	12000000	12999999	0.707449
chr3	12200000	13199999	0.724475
chr3	12400000	13399999	0.797054
chr3	12600000	13599999	0.78145
chr3	12800000	13799999	0.777837
chr3	13000000	13999999	0.814429
chr3	13200000	14199999	0.803297
chr3	13400000	14399999	0.812699
chr3	13600000	14599999	0.807415
chr3	13800000	14799999	0.767671
chr3	14000000	14999999	0.709169
chr3	14200000	15199999	0.740779
chr3	14400000	15399999	0.741543
chr3	14600000	15599999	0.742437
chr3	14800000	15799999	0.775334
chr3	15000000	15999999	0.808763
chr3	15200000	16199999	0.781936
chr3	15400000	16399999	0.75802
chr3	15600000	16599999	0.784545
chr3	15800000	16799999	0.782003
chr3	16000000	16999999	0.781783
chr3	16200000	17199999	0.778938
chr3	16400000	17399999	0.800303
chr3	16600000	17599999	0.792613
chr3	16800000	17799999	0.765531
chr3	17000000	17999999	0.767277
chr3	17200000	18199999	0.769923
chr3	17400000	18399999	0.759244
chr3	17600000	18599999	0.755512
chr3	17800000	18799999	0.814223
chr3	18000000	18999999	0.818544
chr3	18200000	19199999	0.799762
chr3	18400000	19399999	0.831756
chr3	18600000	19599999	0.819785
chr3	18800000	19799999	0.778239
chr3	19000000	19999999	0.771477
chr3	19200000	20199999	0.784124
chr3	19400000	20399999	0.762494
chr3	19600000	20599999	0.766869
chr3	19800000	20799999	0.807641
chr3	20000000	20999999	0.823213
chr3	20200000	21199999	0.83195
chr3	20400000	21399999	0.830708
chr3	20600000	21599999	0.825669
chr3	20800000	21799999	0.801106
chr3	21000000	21999999	0.763701
chr3	21200000	22199999	0.778726
chr3	21400000	22399999	0.777243
chr3	21600000	22599999	0.795824
chr3	21800000	22799999	0.77535
chr3	22000000	22999999	0.777173
chr3	22200000	23199999	0.769759
chr3	22400000	23399999	0.749324
chr3	22600000	23599999	0.7358
chr3	22800000	23799999	0.778216
chr3	23000000	23999999	0.812661
chr3	23200000	24199999	0.798394
chr3	23400000	24399999	0.847024
chr3	23600000	24599999	0.858341
chr3	23800000	24799999	0.8341
chr3	24000000	24999999	0.80544
chr3	24200000	25199999	0.834255
chr3	24400000	25399999	0.793367
chr3	24600000	25599999	0.802792
chr3	24800000	25799999	0.771559
chr3	25000000	25999999	0.781887
chr3	25200000	26199999	0.784015
chr3	25400000	26399999	0.794368
chr3	25600000	26599999	0.812178
chr3	25800000	26799999	0.866489
chr3	26000000	26999999	0.900279
chr3	26200000	27199999	0.837794
chr3	26400000	27399999	0.852715
chr3	26600000	27599999	0.80663
chr3	26800000	27799999	0.801703
chr3	27000000	27999999	0.756475
chr3	27200000	28199999	0.826506
chr3	27400000	28399999	0.795344
chr3	27600000	28599999	0.792949
chr3	27800000	28799999	0.776263
chr3	28000000	28999999	0.796413
chr3	28200000	29199999	0.749922
chr3	28400000	29399999	0.760987
chr3	28600000	29599999	0.772402
chr3	28800000	29799999	0.755041
chr3	29000000	29999999	0.758754
chr3	29200000	30199999	0.715866
chr3	29400000	30399999	0.743659
chr3	29600000	30599999	0.762586
chr3	29800000	30799999	0.77058
chr3	30000000	30999999	0.802595
chr3	30200000	31199999	0.843526
chr3	30400000	31399999	0.842684
chr3	30600000	31599999	0.830279
chr3	30800000	31799999	0.822808
chr3	31000000	31999999	0.818342
chr3	31200000	32199999	0.831708
chr3	31400000	32399999	0.832899
chr3	31600000	32599999	0.845007
chr3	31800000	32799999	0.853005
chr3	32000000	32999999	0.829094
chr3	32200000	33199999	0.837391
chr3	32400000	33399999	0.825987
chr3	32600000	33599999	0.780792
chr3	32800000	33799999	0.79759
chr3	33000000	33999999	0.795775
chr3	33200000	34199999	0.778279
chr3	33400000	34399999	0.774138
chr3	33600000	34599999	0.834333
chr3	33800000	34799999	0.824395
chr3	34000000	34999999	0.852134
chr3	34200000	35199999	0.854737
chr3	34400000	35399999	0.848198
chr3	34600000	35599999	0.787975
chr3	34800000	35799999	0.781492
chr3	35000000	35999999	0.750984
chr3	35200000	36199999	0.791884
chr3	35400000	36399999	0.796173
chr3	35600000	36599999	0.848706
chr3	35800000	36799999	0.870639
chr3	36000000	36999999	0.867434
chr3	36200000	37199999	0.858847
chr3	36400000	37399999	0.860096
chr3	36600000	37599999	0.849166
chr3	36800000	37799999	0.831735
chr3	37000000	37999999	0.835407
chr3	37200000	38199999	0.832463
chr3	37400000	38399999	0.798481
chr3	37600000	38599999	0.817373
chr3	37800000	38799999	0.83636
chr3	38000000	38999999	0.821812
chr3	38200000	39199999	0.808996
chr3	38400000	39399999	0.866853
chr3	38600000	39599999	0.832402
chr3	38800000	39799999	0.813649
chr3	39000000	39999999	0.855895
chr3	39200000	40199999	0.843936
chr3	39400000	40399999	0.830532
chr3	39600000	40599999	0.846322
chr3	39800000	40799999	0.85589
chr3	40000000	40999999	0.810006
chr3	40200000	41199999	0.817424
chr3	40400000	41399999	0.812185
chr3	40600000	41599999	0.781302
chr3	40800000	41799999	0.769078
chr3	41000000	41999999	0.785694
chr3	41200000	42199999	0.810657
chr3	41400000	42399999	0.825404
chr3	41600000	42599999	0.825174
chr3	41800000	42799999	0.851084
chr3	42000000	42999999	0.850257
chr3	42200000	43199999	0.818681
chr3	42400000	43399999	0.804831
chr3	42600000	43599999	0.834704
chr3	42800000	43799999	0.791256
chr3	43000000	43999999	0.797047
chr3	43200000	44199999	0.807237
chr3	43400000	44399999	0.800508
chr3	43600000	44599999	0.813811
chr3	43800000	44799999	0.839299
chr3	44000000	44999999	0.823026
chr3	44200000	45199999	0.828338
chr3	44400000	45399999	0.829706
chr3	44600000	45599999	0.835075
chr3	44800000	45799999	0.832734
chr3	45000000	45999999	0.864585
chr3	45200000	46199999	0.830233
chr3	45400000	46399999	0.832287
chr3	45600000	46599999	0.798283
chr3	45800000	46799999	0.798105
chr3	46000000	46999999	0.771352
chr3	46200000	47199999	0.787972
chr3	46400000	47399999	0.775521
chr3	46600000	47599999	0.793124
chr3	46800000	47799999	0.753058
chr3	47000000	47999999	0.773358
chr3	47200000	48199999	0.787126
chr3	47400000	48399999	0.794258
chr3	47600000	48599999	0.77879
chr3	47800000	48799999	0.810723
chr3	48000000	48999999	0.785781
chr3	48200000	49199999	0.778766
chr3	48400000	49399999	0.780549
chr3	48600000	49599999	0.811923
chr3	48800000	49799999	0.82741
chr3	49000000	49999999	0.808753
chr3	49200000	50199999	0.845264
chr3	49400000	50399999	0.842441
chr3	49600000	50599999	0.802097
chr3	49800000	50799999	0.804391
chr3	50000000	50999999	0.832465
chr3	50200000	51199999	0.793579
chr3	50400000	51399999	0.797344
chr3	50600000	51599999	0.801671
chr3	50800000	51799999	0.806542
chr3	51000000	51999999	0.808229
chr3	51200000	52199999	0.827804
chr3	51400000	52399999	0.833613
chr3	51600000	52599999	0.818856
chr3	51800000	52799999	0.818474
chr3	52000000	52999999	0.824067
chr3	52200000	53199999	0.827987
chr3	52400000	53399999	0.826866
chr3	52600000	53599999	0.86119
chr3	52800000	53799999	0.84576
chr3	53000000	53999999	0.832226
chr3	53200000	54199999	0.814157
chr3	53400000	54399999	0.822848
chr3	53600000	54599999	0.839119
chr3	53800000	54799999	0.847687
chr3	54000000	54999999	0.874685
chr3	54200000	55199999	0.862425
chr3	54400000	55399999	0.847024
chr3	54600000	55599999	0.843877
chr3	54800000	55799999	0.824
chr3	55000000	55999999	0.818627
chr3	55200000	56199999	0.847546
chr3	55400000	56399999	0.852959
chr3	55600000	56599999	0.806264
chr3	55800000	56799999	0.812134
chr3	56000000	56999999	0.797266
chr3	56200000	57199999	0.805953
chr3	56400000	57399999	0.795302
chr3	56600000	57599999	0.83759
chr3	56800000	57799999	0.813841
chr3	57000000	57999999	0.847665
chr3	57200000	58199999	0.840715
chr3	57400000	58399999	0.832859
chr3	57600000	58599999	0.840136
chr3	57800000	58799999	0.855628
chr3	58000000	58999999	0.818439
chr3	58200000	59199999	0.822027
chr3	58400000	59399999	0.824043
chr3	58600000	59599999	0.806916
chr3	58800000	59799999	0.833999
chr3	59000000	59999999	0.852619
chr3	59200000	60199999	0.841504
chr3	59400000	60399999	0.848921
chr3	59600000	60599999	0.87014
chr3	59800000	60799999	0.852704
chr3	60000000	60999999	0.850623
chr3	60200000	61199999	0.857303
chr3	60400000	61399999	0.887722
chr3	60600000	61599999	0.872344
chr3	60800000	61799999	0.897751
chr3	61000000	61999999	0.904021
chr3	61200000	62199999	0.913905
chr3	61400000	62399999	0.893549
chr3	61600000	62599999	0.905645
chr3	61800000	62799999	0.911989
chr3	62000000	62999999	0.910561
chr3	62200000	63199999	0.898297
chr3	62400000	63399999	0.908809
chr3	62600000	63599999	0.878125
chr3	62800000	63799999	0.876916
chr3	63000000	63999999	0.852334
chr3	63200000	64199999	0.849528
chr3	63400000	64399999	0.863997
chr3	63600000	64599999	0.867069
chr3	63800000	64799999	0.873504
chr3	64000000	64999999	0.878727
chr3	64200000	65199999	0.873112
chr3	64400000	65399999	0.843273
chr3	64600000	65599999	0.846063
chr3	64800000	65799999	0.833762
chr3	65000000	65999999	0.8368
chr3	65200000	66199999	0.853514
chr3	65400000	66399999	0.857655
chr3	65600000	66599999	0.870768
chr3	65800000	66799999	0.876655
chr3	66000000	66999999	0.8694
chr3	66200000	67199999	0.823837
chr3	66400000	67399999	0.825734
chr3	66600000	67599999	0.832514
chr3	66800000	67799999	0.814367
chr3	67000000	67999999	0.811483
chr3	67200000	68199999	0.849538
chr3	67400000	68399999	0.878302
chr3	67600000	68599999	0.838823
chr3	67800000	68799999	0.884408
chr3	68000000	68999999	0.906801
chr3	68200000	69199999	0.876721
chr3	68400000	69399999	0.868584
chr3	68600000	69599999	0.91287
chr3	68800000	69799999	0.87415
chr3	69000000	69999999	0.859006
chr3	69200000	70199999	0.902408
chr3	69400000	70399999	0.889796
chr3	69600000	70599999	0.871124
chr3	69800000	70799999	0.875791
chr3	70000000	70999999	0.888729
chr3	70200000	71199999	0.869207
chr3	70400000	71399999	0.891891
chr3	70600000	71599999	0.884352
chr3	70800000	71799999	0.887645
chr3	71000000	71999999	0.882262
chr3	71200000	72199999	0.870377
chr3	71400000	72399999	0.841067
chr3	71600000	72599999	0.862898
chr3	71800000	72799999	0.874114
chr3	72000000	72999999	0.878113
chr3	72200000	73199999	0.891869
chr3	72400000	73399999	0.903032
chr3	72600000	73599999	0.90284
chr3	72800000	73799999	0.861476
chr3	73000000	73999999	0.890817
chr3	73200000	74199999	0.908251
chr3	73400000	74399999	0.883621
chr3	73600000	74599999	0.892825
chr3	73800000	74799999	0.924614
chr3	74000000	74999999	0.91448
chr3	74200000	75199999	0.906713
chr3	74400000	75399999	0.924226
chr3	74600000	75599999	0.914419
chr3	74800000	75799999	0.917991
chr3	75000000	75999999	0.913588
chr3	75200000	76199999	0.900075
chr3	75400000	76399999	0.910277
chr3	75600000	76599999	0.906499
chr3	75800000	76799999	0.896205
chr3	76000000	76999999	0.894342
chr3	76200000	77199999	0.900991
chr3	76400000	77399999	0.894538
chr3	76600000	77599999	0.872017
chr3	76800000	77799999	0.89419
chr3	77000000	77999999	0.878465
chr3	77200000	78199999	0.855395
chr3	77400000	78399999	0.8648
chr3	77600000	78599999	0.892354
chr3	77800000	78799999	0.85531
chr3	78000000	78999999	0.878165
chr3	78200000	79199999	0.908357
chr3	78400000	79399999	0.893793
chr3	78600000	79599999	0.894181
chr3	78800000	79799999	0.881055
chr3	79000000	79999999	0.880318
chr3	79200000	80199999	0.885245
chr3	79400000	80399999	0.875958
chr3	79600000	80599999	0.862622
chr3	79800000	80799999	0.902796
chr3	80000000	80999999	0.874204
chr3	80200000	81199999	0.878681
chr3	80400000	81399999	0.877036
chr3	80600000	81599999	0.889925
chr3	80800000	81799999	0.877123
chr3	81000000	81999999	0.88526
chr3	81200000	82199999	0.863498
chr3	81400000	82399999	0.869678
chr3	81600000	82599999	0.87614
chr3	81800000	82799999	0.880761
chr3	82000000	82999999	0.868996
chr3	82200000	83199999	0.869616
chr3	82400000	83399999	0.861549
chr3	82600000	83599999	0.860979
chr3	82800000	83799999	0.830602
chr3	83000000	83999999	0.848636
chr3	83200000	84199999	0.850944
chr3	83400000	84399999	0.850821
chr3	83600000	84599999	0.846784
chr3	83800000	84799999	0.853215
chr3	84000000	84999999	0.855068
chr3	84200000	85199999	0.842219
chr3	84400000	85399999	0.884163
chr3	84600000	85599999	0.846696
chr3	84800000	85799999	0.898441
chr3	85000000	85999999	0.877458
chr3	85200000	86199999	0.896738
chr3	85400000	86399999	0.849172
chr3	85600000	86599999	0.897118
